Zaman,Enlem,Boylam,Derinlik,Buyukluk
1594124391,38824,25.3028,18.09,4.2
1594065281,35.3758,40.5965,5.91,4.6
1593794662,34.6811,45894,6.95,4.0
1593392784,36.7048,28.2098,63.3,4.4
1593355408,36.6563,28.2336,63.72,5.2
1593332311,35513,26468,10.4,4.2
1593189399,35786,26661,25.69,4.5
1593145271,38.7676,27.8018,9.29,5.5
1593068609,38472,44.0285,7.48,5.4
1592880859,40.7303,32.9776,8.77,4.2
1592590642,34.9678,26.1041,7.27,4.0
1592588055,34828,25975,6.86,4.5
1592372833,37.5228,38.6763,4.02,4.1
1592301460,39.3508,40.6721,7.02,4.3
1592193089,39.3678,40.7435,7.01,5.6
1592136556,39.3668,40.7488,9.28,4.7
1592134487,39.3621,40739,7.32,4.6
1592133867,39365,40714,8.0,5.7
1591369580,38.2576,38.7455,6.98,5.0
1591294232,35.6538,26.7468,10.96,4.1
1591150810,35.4758,29.0171,42.84,4.0
1591129333,37.3425,36.0396,29.04,4.0
1590891449,34538,26.1356,7.52,4.0
1590852120,35.6878,26.7031,25.21,4.5
1590843521,35.8698,26712,32.34,4.1
1590812577,35.5776,26.8201,15.46,4.1
1590530997,34.4568,25.7841,6.05,4.9
1590529236,34.4913,26.1846,6.96,4.0
1590108031,34.4051,26.0023,8.29,4.7
1590106869,39.4226,39.9736,11.86,4.3
1589978687,35.0538,27.9098,8.82,4.3
1589869489,34538,25.9915,7.0,4.5
1589866972,34407,24.8456,6.04,4.1
1589864599,35.2913,27.7553,2.97,4.1
1589851433,34363,26.0416,5.98,4.1
1589845738,34422,26062,39.7,4.2
1589845463,34.5691,26.0036,6.84,4.2
1589833361,34.5063,25.8785,5.89,5.6
1589811870,34.51,45.1116,5.64,4.1
1589484826,34.8351,26.1911,8.58,4.2
1589089215,34.5483,25999,2.77,4.1
1589028079,39326,38.3783,7.52,4.0
1588688444,34775,25602,72.3,4.2
1588501524,38.3463,39.0358,7.0,4.0
1588474486,34.3683,26.0823,7.4,4.6
1588460939,36106,25.8286,13.38,4.1
1588427073,34.5521,25.8181,6.76,5.1
1588425189,34.5038,26.1565,7.97,4.5
1588345402,35492,25013,47.4,4.0
1588320096,42.3066,24.7433,5.47,4.5
1588230586,36.9705,28.5181,7.01,4.3
1588225534,38.4078,39191,12.55,4.2
1588168893,35451,45036,8.75,4.9
1587800919,34614,24.48,35.0,4.2
1587727298,35836,24638,8.0,4.0
1587723362,35.8783,27.9583,37.72,4.4
1587524747,35.3141,26.2005,9.28,4.3
1587451710,38.0138,42.7455,7.47,4.0
1587286858,34.3798,27.4938,6.91,4.1
1587274322,39.1011,27.8291,7.0,4.1
1586994549,39.0911,27.8096,6.99,4.3
1586949114,35.9236,35.5858,53.48,4.0
1586927916,35.8305,35.6103,36.88,4.4
1586925603,35.7781,35.6293,24.99,4.7
1586893077,35.8255,35.5588,21.32,4.0
1586662684,39.3083,40.8841,19.94,4.3
1586647390,38.4255,44.3518,6.75,4.7
1586589775,35.3605,26.3028,17.79,4.7
1586456623,40.8266,37.3535,7.06,4.0
1586383910,34.6538,24.0828,9.12,4.3
1585926941,35.9691,35.5168,19.77,4.7
1585896164,38504,44448,7.8,4.0
1585881864,38.9093,43.5291,12.99,4.7
1585450599,39.0105,27.8338,7.04,4.1
1585190356,38.4486,44693,7.2,4.4
1584629611,38372,39.1041,7.39,5.0
1584594264,40217,37026,19.7,4.2
1584562039,38.5328,44.6118,5.96,4.1
1584458072,36.9541,27385,11.63,4.1
1584312803,35.1881,26.8576,8.35,4.4
1584282429,36.1743,31.1698,24.16,4.0
1584257732,37.4871,36.0245,20.24,4.1
1584015058,36795,23018,15.0,4.0
1583873238,40.1781,42.6716,6.97,4.0
1583493587,38.4975,44.3745,6.81,4.4
1582968586,38.4421,39.2356,8.15,4.6
1582803366,34.9708,27.8413,5.13,4.7
1582795215,34.9683,28.1281,10.85,4.3
1582758525,38.2525,38.6566,7.0,4.1
1582661016,38.3291,38.7696,14.29,4.9
1582658892,38466,44365,7.6,4.2
1582629242,38.4681,44.4733,5.02,4.5
1582577075,38.4471,44.4333,7.13,4.3
1582545937,38.4063,44.5251,4.03,4.4
1582523587,38534,44.6593,6.7,4.0
1582501413,38.9796,27.8676,8.63,4.8
1582466180,38.4713,44.4876,6.57,4.3
1582466077,38.49,44.5346,4.68,4.2
1582465197,38.4265,44505,7.09,4.0
1582462829,38.45,44502,8.1,5.9
1582457317,38426,44.5781,5.1,4.2
1582450817,38.9833,27.8846,7.0,4.5
1582442737,38.4346,44.5678,7.98,4.1
1582440499,38.4615,44.6371,4.17,4.3
1582426377,38436,44489,14.9,5.9
1582399600,37.3753,31476,14.76,4.5
1582050189,39.0941,27.8153,13.57,4.2
1582044111,38.4018,44.3951,4.47,4.1
1582031362,39.1015,27.8453,14.68,5.2
1581959811,38.6871,43.1778,10.14,4.1
1581928933,38396,39115,11.64,4.2
1581865335,38.4155,44.3663,7.02,4.6
1581685338,35.8556,26.9093,8.72,4.5
1581600055,34762,27609,11.4,4.1
1581364007,35.0393,27816,14.7,4.9
1581129571,39.0315,27.8685,7.01,4.0
1581046294,39.0146,27.8705,9.98,4.0
1581034310,35.3085,26.8375,14.61,4.5
1581031442,35.25,26.8256,19.26,4.4
1581030965,35.2423,26.9103,13.12,4.3
1580828124,38.9893,27.8668,8.65,4.8
1580824029,38.9906,27.8701,7.0,4.3
1580771449,35.0355,27934,11.91,4.4
1580757580,38.3986,39.1543,7.18,4.5
1580632600,39.0858,27.8565,7.0,4.4
1580629201,35.1393,27.9121,19.27,4.2
1580603142,39.0696,27.8045,6.99,4.0
1580592227,39.0065,27873,7.02,4.6
1580504629,38.4511,39.2505,19.92,4.2
1580502769,38.4916,39.3286,15.56,4.5
1580449063,34.9946,28.0103,8.26,4.1
1580434478,35.1018,27.98,18.9,4.4
1580382234,39098,27849,6.98,4.0
1580373598,34827,27763,50.1,4.0
1580373114,34.4843,27.6305,7.01,4.2
1580372494,35.0953,27.8755,12.11,5.5
1580352234,35.0236,27.7543,17.24,4.3
1580342350,35.1805,27.8193,27.74,4.3
1580341981,35.1775,27.9645,7.08,4.0
1580339452,35.1563,27.8426,13.28,4.4
1580337976,35.0551,27.89,16.01,4.4
1580336884,35228,27.7976,11.35,5.4
1580310450,37.1443,44.8473,11.19,4.8
1580294225,35.6096,27.9855,35.18,4.5
1580263823,35164,27814,65.1,4.1
1580254993,34978,28001,37.5,4.1
1580237100,35175,28003,53.2,4.6
1580231426,39.0131,27.87,5.08,4.7
1580215115,35273,27947,25.0,5.4
1580212431,39.0831,27.8295,7.0,4.1
1580199974,39.1001,27.8411,6.98,4.8
1580130720,38395,39.1333,11.94,4.2
1580022737,38.4111,39153,12.25,4.1
1579994565,38244,38.8013,12.52,4.3
1579963787,39.0293,27843,7.84,4.1
1579960018,38.3896,39.0806,12.06,4.3
1579959906,38.3833,39.1268,7.0,4.1
1579959863,38.4101,39.1071,7.0,4.3
1579959841,38.3926,39.1235,11.86,4.4
1579959007,38374,39131,16.4,5.1
1579936496,38276,38753,11.01,4.5
1579930803,38479,39.2895,13.65,4.4
1579921653,38.3848,39.0368,16.46,4.2
1579902531,38.4883,39203,7.57,4.3
1579889773,39054,27.8625,9.59,4.0
1579887903,38.4233,39.1463,13.5,4.3
1579887730,38.3681,39.0995,1.69,4.0
1579886298,38.2826,38.7353,6.96,4.1
1579884578,38.4186,39152,14.84,4.5
1579881787,38.2675,38.7088,11.22,4.6
1579880182,38.2676,38.7096,6.96,4.3
1579879955,38.3698,39.0316,13.01,4.6
1579879483,38236,38.8233,7.0,4.0
1579879077,38.3891,38.9261,14.62,4.0
1579878485,38414,39.2006,7.03,4.5
1579877711,38.3593,39063,8.06,6.8
1579740851,40.1158,33261,13.65,4.5
1579729523,39039,27.8658,6.98,4.2
1579721958,39025,27.8481,7.86,4.2
1579719125,39.0715,27.8511,7.01,4.1
1579717810,39.0475,27846,7.29,4.0
1579717447,39.0513,27.8638,6.98,4.0
1579713458,39.0641,27.8646,6.95,4.3
1579711710,39.0763,27821,7.0,4.1
1579710313,39.0723,27.8523,7.01,4.1
1579710136,39.0488,27.8443,10.35,5.4
1579693590,38.8658,27.2818,14.5,4.1
1579300123,41.0395,43.9678,7.34,4.0
1578739056,40.8646,28.2086,10.82,4.7
1578165089,37.9433,26457,12.12,4.0
1577718101,42237,23.4648,23.18,4.4
1577607608,40323,42.1726,7.0,4.2
1577419345,38.3898,39.0158,11.88,4.9
1577048283,39.4648,40.0195,13.21,4.2
1576109134,34.6565,26.0756,6.67,4.9
1576004307,35.3641,26.7983,22.63,5.1
1575999978,39.4411,27.9005,14.36,4.0
1575998645,39.4435,27.9103,11.28,4.3
1575998043,39443,27.9336,7.0,4.6
1575834080,35083,23968,33.3,4.5
1575765727,35327,24379,39.3,4.3
1575719223,35.2926,24.2866,7.9,4.3
1575718504,35313,24.4333,7.18,4.2
1575355557,35.2466,27.1506,7.77,4.3
1575169667,40.3255,42.2033,7.04,4.0
1575169641,40.3106,42.1895,6.97,4.0
1574828620,36.0325,23.4446,6.44,5.9
1574787804,37843,29.6411,7.0,4.0
1574591602,37.6265,35.6468,11.25,4.0
1574111650,38.5041,44.52,6.48,4.7
1574000065,37.7138,23138,6.94,4.1
1573917251,36786,29.9871,53.54,4.2
1573830912,37311,23.98,15.0,4.0
1573423119,38.4658,45336,7.08,4.2
1573157237,36.4751,45.2083,6.8,4.3
1572343317,35796,25368,38.0,4.0
1571940407,36.46,28.7003,7.02,4.6
1571543633,38.9521,43.6836,9.41,4.0
1571140647,41.9405,42.9398,21.7,4.1
1570740959,39.4578,25.7656,28.56,4.3
1570715523,40.6778,29.2473,13.86,4.0
1570276300,36.1,28054,65.6,4.3
1570209620,36.0468,27.5368,12.2,4.1
1570067096,36.3133,28.4983,18.74,5.0
1569732668,36.5731,27.8306,23.47,4.0
1569486396,40.8416,28.2726,4.58,4.1
1569484765,40.8818,28214,7.97,5.8
1569301222,40.8836,28216,5.91,4.6
1569300540,34.6226,26.3698,9.13,5.0
1569211742,36.0096,27.0815,29.6,4.0
1568477012,40732,32.9818,10.61,4.3
1568473723,40.7285,32.9851,10.22,4.1
1568464422,38984,44.3491,11.78,4.5
1568462551,34917,27.6371,7.98,4.0
1568450761,40.7316,32964,8.41,4.3
1568430191,40722,32.9483,5.83,4.8
1568430030,40.73,32.9675,7.96,4.7
1568121880,41.0498,43.7831,6.95,4.3
1568121765,41.0181,43.8863,7.59,4.7
1568088407,35.7205,27.6791,6.73,4.2
1568012160,38.5275,44.2438,21.26,4.3
1567749595,35989,31668,33.9,4.0
1567548089,35.0271,27.8746,21.77,4.5
1567428394,39.1418,40.1853,11.19,4.0
1567174865,37.5363,26.7901,7.19,4.4
1567168694,37.5405,26805,7.11,4.4
1567106107,36386,35.56,18.23,4.0
1566982699,35.7948,27615,27.13,4.6
1566876278,38.2888,23.7256,8.38,4.0
1566869486,35.8936,27.6675,34.44,4.1
1566282892,36.2676,31.2746,36.29,4.3
1565719883,36.28,23798,13.9,4.0
1565642331,35.1316,27864,26.97,4.1
1565606067,38.3153,40.8303,6.41,4.2
1565585832,35986,25833,45.4,4.4
1565516105,35.1476,27844,6.6,4.0
1565496179,34.9665,25.6081,6.18,4.6
1565252730,37851,29584,10.92,6.0
1565252375,37828,29614,17.7,4.2
1565242748,37972,26.9535,18.47,4.8
1564815083,34891,27659,68.3,5.0
1564537208,35468,25242,83.8,4.6
1563525737,38187,23779,7.18,4.0
1563138926,40.4308,41.7896,7.03,4.3
1562788635,34954,24273,34.8,4.4
1562745382,36.8296,43.3895,9.13,4.5
1562202091,35283,25.5463,6.03,4.1
1562104931,35.2833,27.8163,6.72,4.3
1560920876,35.7231,42.8793,8.19,4.1
1560894330,39.5406,38.6421,9.71,4.1
1559470127,40745,30.7611,6.29,4.6
1559241825,36.9386,27.6573,7.01,4.2
1559148145,39.2716,39.8848,7.28,4.5
1559010466,36.9453,27.6741,8.52,4.6
1558254862,36.8955,27.6158,17.16,4.0
1557689048,39.3191,27.8986,11.53,4.3
1556550164,39398,26.3175,6.97,4.1
1556502195,35.2785,27.6585,38.48,4.8
1556259372,34.9791,27.3553,8.99,4.4
1555950998,37.1218,28.6813,6.94,4.3
1555292488,38.7686,38.16,17.77,4.5
1554734299,38772,38.1586,16.55,4.0
1554614852,41172,46715,39.8,4.1
1554388267,38.3865,39.1205,8.92,5.2
1554379278,37.4646,29.3365,7.17,4.3
1554181215,35.7315,23.5731,6.28,4.0
1554072569,37.4785,29.3573,7.67,4.5
1554021932,37.5031,29.3721,7.01,4.1
1554021015,37.4725,29.3938,10.3,4.9
1553735962,38.7818,38.1505,16.98,4.1
1553675222,37.4703,29.4201,6.51,4.3
1553502563,38769,38.1668,10.72,4.5
1553483727,37391,29.4038,3.27,4.1
1553268276,35211,28.0,42.6,4.0
1553257966,37465,29.3685,7.0,4.1
1553136667,38.7653,38.1611,16.08,4.1
1553092975,37.4046,29.4208,6.97,4.2
1553090657,37.3875,29.4383,6.99,4.1
1553075142,37.4206,29.4018,7.0,4.1
1553053918,37.4293,29.4016,6.98,4.2
1553053316,37.4655,29397,7.0,4.5
1553053099,37.4381,29.4395,12.93,4.8
1553052867,37.4401,29.4335,10.76,5.5
1552715418,34.8245,26.7923,7.5,4.2
1552676059,39.7245,25671,14.73,4.3
1551965137,35.5851,31156,21.88,4.3
1551722847,40457,28.4505,13.72,4.0
1551274870,41.3621,23.1658,6.27,4.1
1550676208,39.6011,26.4261,5.8,5.0
1550648605,34904,24148,15.0,4.2
1550630123,36.2295,35929,25.72,4.0
1550601235,40.3521,27.1253,6.79,4.0
1550496690,38573,44.2713,11.25,4.0
1550450814,35.6038,24.3823,5.95,4.0
1550359912,39.3061,24169,7.06,4.2
1550328724,35.5101,26273,11.18,4.1
1549980870,40.5541,33.0075,17.66,4.7
1549892283,36516,28.8265,12.91,4.0
1549368712,36.6115,30.1061,20.51,4.2
1549099237,37.2716,35.8176,33.05,4.3
1549006186,35788,27.1968,30.99,4.5
1548728307,34.4581,44.9435,7.55,4.1
1548436834,38.5653,27.0743,15.15,4.3
1548329452,35.9788,28.0576,51.33,5.1
1548177128,36.7891,27.9853,65.88,4.5
1547988590,35.5435,28.1908,41.67,4.7
1547133881,34.8435,26.8216,8.0,4.8
1546920369,35.6856,26.2098,6.78,4.1
1546705152,34.7061,45.6083,6.69,4.2
1546611459,34.6675,45.0065,5.66,4.1
1546297774,39.4006,40.4995,11.68,4.2
1545910607,39.5588,38.6271,11.18,4.1
1545370268,35.7955,30.6386,31.3,4.1
1545276864,40.5938,28.9716,12.47,4.5
1545270884,36631,23118,33.3,4.3
1545046855,39.5166,26.1676,8.26,4.0
1544941471,39.6245,24378,28.6,4.4
1544913029,34929,32957,16.9,4.0
1544490703,39.6096,24.1715,9.98,4.2
1543785378,35.2881,33.2175,38.89,4.0
1543579484,34774,26613,14.4,4.2
1543534594,40.6025,28.9493,14.28,4.1
1543351560,36.6493,25.4535,5.95,4.1
1543350263,36.6778,25262,5.95,4.1
1543349771,36.7565,25877,16.15,4.4
1543102811,35.83,28.3851,21.06,4.4
1542855052,37.2593,42.4641,6.91,4.1
1542471548,34355,45964,34.5,4.5
1542300304,34.3926,45.5181,7.17,4.0
1541851315,40272,41.0633,17.78,4.0
1541576295,38.7715,26538,11.62,4.1
1541456239,42.4421,43.4708,18.12,4.6
1541439130,34.5395,46.0853,5.45,4.3
1540848342,36.3975,28.6861,11.1,4.3
1540776758,36.4288,28.6886,6.01,4.0
1540706619,41.8648,43.3651,26.66,4.0
1540703736,38.1855,26844,10.69,4.1
1540568262,36.0875,31.2291,52.85,4.1
1540337773,36442,28724,24.8,4.0
1539878447,40.7225,35197,11.15,4.0
1539838997,39269,42.7146,11.06,4.2
1539735420,34615,45224,15.0,4.4
1539602484,36891,27.5953,7.01,4.0
1539583366,40.4708,23.5228,8.81,4.1
1539518912,36.8578,44.4161,16.97,4.0
1539151704,37.4341,35852,7.02,4.1
1538483343,37.6878,37.4016,10.27,4.4
1538302551,34635,25977,42.1,4.5
1538083592,37.2003,30.4376,78.07,4.0
1537919541,35.6846,26.7266,42.77,4.5
1537397689,35205,23083,15.0,4.1
1537374569,34365,45266,15.0,4.1
1537236020,34.4086,24.6006,6.93,4.1
1536765207,36.4171,28.6991,14.86,4.1
1536722506,36.0535,31.2135,36.68,5.2
1536609777,37.1958,30.6241,50.33,4.8
1536581229,36.9653,27.7633,6.93,4.3
1536526440,35061,45606,15.0,4.2
1536267213,38893,26.4483,11.62,4.2
1535738746,34603,45891,15.0,4.9
1535510076,34788,46.1365,3.08,4.8
1535416984,34.6271,46.3731,9.46,4.0
1535390648,34.4925,45.7448,7.03,4.0
1535372921,34.7003,45.8595,5.87,4.0
1535294320,34.4941,45.8053,6.55,4.0
1534921635,38.5926,23084,6.82,4.1
1534681334,37.3773,36.3855,10.53,4.8
1534646774,35.8861,26.0695,28.49,4.9
1534289546,34.5551,45.8948,6.54,4.0
1533521940,35.5516,31541,20.82,4.0
1533355768,37.4635,36.3113,15.29,4.3
1533036965,37.0201,36.0845,10.0,4.1
1532582271,37.6546,26.6698,4.5,4.5
1532302824,37.5318,29848,17.58,4.6
1532243247,34.6916,45.7921,6.87,5.8
1532142913,39.0388,44.1533,7.52,4.5
1531708435,34708,46172,5.39,4.3
1531627862,34.5588,45.6263,6.53,4.6
1531474964,35.2051,25.9086,7.37,4.5
1531421976,38357,44.8686,10.05,4.1
1531068211,35.7018,28.1495,6.25,4.1
1531044955,35.5801,27.7473,21.45,4.1
1530643596,34428,45298,7.59,4.1
1530612978,37.6883,37.3968,10.63,4.1
1530239454,42.1821,42.5928,5.81,4.0
1530050448,38.8206,26.4095,7.0,4.2
1530025023,34.5933,45.9705,6.81,4.7
1529715003,38.6235,44.3003,8.48,4.7
1528980141,38.9413,43.5556,13.66,4.5
1528572293,36.8686,27.5743,13.55,4.1
1528279636,40.8501,44.2193,23.48,4.2
1528213222,41.65,47067,15.0,5.2
1527578700,39.5906,26.0,6.42,4.1
1527246097,35213,23434,4.4,4.1
1527102643,38.2403,42392,3.69,4.2
1526854164,37.4565,38595,9.67,4.0
1526843876,34.9166,24.0773,6.83,4.1
1526607306,40.6888,35.4666,12.84,4.1
1525619894,39.8856,43.2398,18.7,4.2
1525303961,40.8483,31.6535,9.45,4.0
1525302273,39967,26.8993,10.39,4.3
1525284968,35.9156,28.3801,46.99,4.4
1525197044,38.2868,23.9416,6.94,4.0
1525136628,36.8803,27.5366,15.69,4.2
1524731861,37.8166,29.3133,15.68,4.2
1524519269,37.5836,38.5036,9.79,5.1
1524263684,39.95,24.0605,30.66,4.1
1524259208,40.0468,23.9805,6.92,4.7
1524051145,35692,24.1371,6.11,4.0
1523631347,37.0928,31.9581,10.38,4.4
1523628840,37.0911,31953,10.76,4.8
1523375157,35273,24279,34.9,4.0
1523364975,36.6636,25.9386,18.99,4.8
1523124991,40.8526,31.6393,10.47,4.7
1522651589,35.4788,26.3396,4.95,4.1
1522373250,34.6725,27.7791,10.26,4.3
1521893046,38.3408,40.9838,12.01,4.1
1520474175,34722,26672,40.4,4.1
1520427752,39.5703,26.0895,11.35,4.0
1520398722,39268,40224,10.8,4.1
1520372032,39065,40284,12.8,4.2
1520057149,39.9981,40046,8.37,4.2
1519561276,38.6031,25.6753,14.82,4.4
1519426986,34573,26208,52.1,4.1
1519268428,39.5291,23.6805,7.37,4.0
1519265739,34.5943,25.4438,7.0,4.1
1519245716,42.0501,24.8913,14.9,4.5
1519087972,39292,23884,8.0,4.3
1519057247,36251,44882,23.2,4.2
1518750587,34397,26.59,48.7,4.3
1518622029,35.9305,25.5046,7.1,4.0
1518615126,34836,26191,141.5,4.1
1518370330,35107,25853,39.9,4.1
1517140114,37.2926,23.9261,14.86,4.3
1516514838,35.0075,46.2058,4.53,4.4
1516502738,34.5565,45.2366,8.3,4.1
1516490384,34.8436,44.9755,6.99,4.2
1516359192,38.29,38.8178,9.17,4.1
1516037050,38131,23842,13.2,4.2
1515920178,39.5368,26.0538,10.24,4.1
1515691189,34394,45663,196.3,4.1
1515665851,36.7553,44.0856,41.78,4.1
1515588994,34428,46363,35.1,4.5
1515287115,35.1235,23.8001,6.18,4.2
1515279711,34.59,45.1008,6.7,4.1
1515257110,40.5446,36.5975,15.81,4.0
1515123180,34653,45195,15.0,4.0
1515115997,37.1116,28.6075,13.31,4.2
1515030835,39.3356,27.9778,4.71,4.0
1515006915,35.09,25212,15.0,4.1
1514740322,40.5491,27.8495,13.79,4.0
1514268707,35.6206,45052,7.0,4.2
1514168030,38.5811,26.7285,17.91,4.8
1513732706,34901,23607,68.1,4.5
1513579353,35.8023,23.7375,23.04,4.0
1513432627,34.3781,26.6036,8.11,4.3
1513139404,35.0285,23.8958,10.44,4.7
1512992557,34828,46109,15.0,4.8
1512990600,34895,45593,41.9,5.4
1512699639,36.3141,27.6161,7.25,4.5
1512536261,34.5415,45271,7.13,4.4
1512205073,37.6413,44.9768,1.48,4.7
1512046553,34508,32.1766,56.34,4.1
1511712095,42.3933,24.9608,8.71,4.0
1511664458,34808,45463,166.4,4.5
1511549354,37.1146,28.6045,24.46,5.1
1511514043,35967,27171,28.11,4.0
1511371371,37.1206,28.5921,24.75,5.0
1511181361,34.9701,45.2923,5.45,4.1
1511072089,38.7583,26.3531,8.56,4.2
1510967543,35135,45233,15.0,4.4
1510613161,35.63,45588,225.7,4.5
1510610939,35249,44938,15.0,4.1
1510567962,34567,45085,14.9,4.4
1510499894,34642,45795,20.0,7.2
1510379797,38857,27.4725,18.09,4.4
1510328151,35177,25755,35.8,4.2
1510011633,36.3163,28.4438,41.89,4.4
1509821649,36.7326,28187,66.78,4.2
1508911962,39.3325,24038,19.0,4.0
1508826983,36.9508,27.3866,12.09,4.6
1508422150,34.76,24635,55.2,4.0
1507851399,34533,25.42,80.3,4.0
1507751381,39.1348,24.1933,17.1,5.0
1507654764,36.92,27295,8.4,4.2
1507200202,37.8671,29.5105,6.33,4.0
1507132008,38.8105,43.4613,22.43,4.0
1506690521,37.0441,30.6678,52.43,4.4
1506261436,36917,27.23,9.2,4.5
1506043221,38.9458,26.2496,11.61,4.1
1506014242,34552,26119,15.0,4.0
1505971632,35.62,27342,15.0,4.0
1505716867,39.1863,43623,4.31,4.1
1505647777,39.2273,24.2995,7.04,4.4
1505540035,37.1255,27.7191,11.28,4.2
1505538761,39.4273,26.3946,13.27,4.1
1504902213,37.1208,27.7283,6.98,4.0
1504524838,34.3955,25.5045,7.03,4.1
1504273714,36.0123,28.0248,61.98,4.8
1503484970,35.8675,44.7746,4.45,5.2
1503054647,36.9063,27.62,16.79,4.5
1503049653,36.9051,27645,9.12,4.2
1503019801,37572,37.5423,9.02,4.3
1503017215,34.8195,24.5321,6.99,4.6
1502888009,36.6793,24.6761,5.86,4.5
