Zaman,Enlem,Boylam,Derinlik,Buyukluk
2020-10-05 14:57:47,39.9820,23.3330,15.70,4.0
2020-10-01 11:05:40,36.6351,26.7785,46.37,4.3
2020-09-30 04:15:34,38.0525,34.0281,6.98,4.0
2020-09-28 04:12:41,39.9723,24.3981,37.57,4.6
2020-09-27 12:57:59,39.8771,24.3175,13.02,4.2
2020-09-27 12:22:15,39.7958,24.2316,11.73,4.4
2020-09-26 23:09:19,39.9746,24.1621,14.98,4.2
2020-09-26 22:50:18,39.9765,24.0316,11.75,5.3
2020-09-26 18:39:19,39.9620,24.4076,27.23,4.3
2020-09-24 13:38:31,40.8268,28.0920,6.83,4.2
2020-09-24 01:01:25,38.1298,34.0175,2.67,4.4
2020-09-21 03:37:30,38.0156,34.0233,7.03,4.1
2020-09-20 19:08:05,38.0110,34.0370,6.20,5.1
2020-09-20 08:16:00,34.4815,24.6190,7.28,4.2
2020-09-20 06:31:03,35.0468,26.4198,10.21,4.2
2020-09-18 16:28:12,34.8146,25.2608,7.09,5.7
2020-09-18 06:54:04,38.7055,38.0940,7.01,4.5
2020-09-18 00:47:50,38.7100,38.0700,15.02,4.1
2020-09-18 00:15:10,38.6910,41.9913,13.14,4.2
2020-09-16 14:48:19,38.7058,41.9810,17.08,4.7
2020-09-11 03:01:02,38.5150,23.5180,15.00,4.1
2020-09-09 19:32:32,39.3291,41.0421,7.00,4.1
2020-09-08 21:57:23,40.6886,27.4096,9.91,4.1
2020-09-08 15:06:15,38.1611,38.6501,7.00,4.0
2020-09-08 13:21:01,38.1830,38.6600,10.10,4.1
2020-09-08 12:39:00,38.1690,38.6603,6.99,4.2
2020-09-08 10:44:07,38.1803,38.6886,11.42,4.6
2020-09-07 08:47:46,38.7390,41.9740,9.60,4.1
2020-09-03 22:41:14,35.5860,27.6230,24.60,4.2
2020-09-03 15:07:34,38.0150,23.9180,15.00,4.0
2020-08-26 00:42:10,34.9383,44.9776,6.37,4.1
2020-08-23 18:56:37,38.1681,38.7075,11.89,4.0
2020-08-16 00:40:29,34.3476,25.8968,7.05,4.1
2020-08-14 13:46:26,35.0550,26.6565,11.67,4.1
2020-08-11 23:29:08,39.8715,44.0770,6.47,4.4
2020-08-09 09:16:29,34.8325,45.0293,16.46,4.6
2020-08-07 19:20:13,38.1313,42.6135,6.99,4.6
2020-08-04 18:40:03,38.2386,38.7626,3.90,4.8
2020-08-04 15:30:58,38.2526,38.7788,7.31,4.4
2020-08-04 09:37:34,38.2193,38.7243,8.16,5.2
2020-07-26 12:42:18,34.4681,26.2191,7.70,4.0
2020-07-25 05:02:38,39.3603,40.2811,13.85,4.0
2020-07-24 20:41:26,40.1883,25.0591,43.58,4.2
2020-07-24 02:19:15,39.8478,30.4398,10.84,4.1
2020-07-16 22:33:27,35.6721,40.5645,6.70,4.5
2020-07-16 18:09:26,38.3811,26.6900,7.00,4.1
2020-07-14 11:30:56,35.3281,41.0981,3.66,4.1
2020-07-14 08:33:13,35.8463,31.3970,20.92,4.0
2020-07-12 05:54:55,41.7665,43.7346,9.18,4.3
2020-07-10 23:32:47,34.9000,23.4986,5.55,4.0
2020-07-08 20:57:54,38.1845,38.5706,7.01,4.4
2020-07-07 15:19:51,38.8240,25.3028,18.09,4.2
2020-07-06 22:54:41,35.3758,40.5965,5.91,4.6
2020-07-03 19:44:22,34.6811,45.8940,6.95,4.0
2020-06-29 04:06:24,36.7048,28.2098,63.30,4.4
2020-06-28 17:43:28,36.6563,28.2336,63.72,5.2
2020-06-28 11:18:31,35.5130,26.4680,10.40,4.2
2020-06-26 19:36:39,35.7860,26.6610,25.69,4.5
2020-06-26 07:21:11,38.7676,27.8018,9.29,5.5
2020-06-25 10:03:29,38.4720,44.0285,7.48,5.4
2020-06-23 05:54:19,40.7303,32.9776,8.77,4.2
2020-06-19 21:17:22,34.9678,26.1041,7.27,4.0
2020-06-19 20:34:15,34.8280,25.9750,6.86,4.5
2020-06-17 08:47:13,37.5228,38.6763,4.02,4.1
2020-06-16 12:57:40,39.3508,40.6721,7.02,4.3
2020-06-15 06:51:29,39.3678,40.7435,7.01,5.6
2020-06-14 15:09:16,39.3668,40.7488,9.28,4.7
2020-06-14 14:34:47,39.3621,40.7390,7.32,4.6
2020-06-14 14:24:27,39.3650,40.7140,8.00,5.7
2020-06-05 18:06:20,38.2576,38.7455,6.98,5.0
2020-06-04 21:10:32,35.6538,26.7468,10.96,4.1
2020-06-03 05:20:10,35.4758,29.0171,42.84,4.0
2020-06-02 23:22:13,37.3425,36.0396,29.04,4.0
2020-05-31 05:17:29,34.5380,26.1356,7.52,4.0
2020-05-30 18:22:00,35.6878,26.7031,25.21,4.5
2020-05-30 15:58:41,35.8698,26.7120,32.34,4.1
2020-05-30 07:22:57,35.5776,26.8201,15.46,4.1
2020-05-27 01:09:57,34.4568,25.7841,6.05,4.9
2020-05-27 00:40:36,34.4913,26.1846,6.96,4.0
2020-05-22 03:40:31,34.4051,26.0023,8.29,4.7
2020-05-22 03:21:09,39.4226,39.9736,11.86,4.3
2020-05-20 15:44:47,35.0538,27.9098,8.82,4.3
2020-05-19 09:24:49,34.5380,25.9915,7.00,4.5
2020-05-19 08:42:52,34.4070,24.8456,6.04,4.1
2020-05-19 08:03:19,35.2913,27.7553,2.97,4.1
2020-05-19 04:23:53,34.3630,26.0416,5.98,4.1
2020-05-19 02:48:58,34.4220,26.0620,39.70,4.2
2020-05-19 02:44:23,34.5691,26.0036,6.84,4.2
2020-05-18 23:22:41,34.5063,25.8785,5.89,5.6
2020-05-18 17:24:30,34.5100,45.1116,5.64,4.1
2020-05-14 22:33:46,34.8351,26.1911,8.58,4.2
2020-05-10 08:40:15,34.5483,25.9990,2.77,4.1
2020-05-09 15:41:19,39.3260,38.3783,7.52,4.0
2020-05-05 17:20:44,34.7750,25.6020,72.30,4.2
2020-05-03 13:25:24,38.3463,39.0358,7.00,4.0
2020-05-03 05:54:46,34.3683,26.0823,7.40,4.6
2020-05-03 02:08:59,36.1060,25.8286,13.38,4.1
2020-05-02 16:44:33,34.5521,25.8181,6.76,5.1
2020-05-02 16:13:09,34.5038,26.1565,7.97,4.5
2020-05-01 18:03:22,35.4920,25.0130,47.40,4.0
2020-05-01 11:01:36,42.3066,24.7433,5.47,4.5
2020-04-30 10:09:46,36.9705,28.5181,7.01,4.3
2020-04-30 08:45:34,38.4078,39.1910,12.55,4.2
2020-04-29 17:01:33,35.4510,45.0360,8.75,4.9
2020-04-25 10:48:39,34.6140,24.4800,35.00,4.2
2020-04-24 14:21:38,35.8360,24.6380,8.00,4.0
2020-04-24 13:16:02,35.8783,27.9583,37.72,4.4
2020-04-22 06:05:47,35.3141,26.2005,9.28,4.3
2020-04-21 09:48:30,38.0138,42.7455,7.47,4.0
2020-04-19 12:00:58,34.3798,27.4938,6.91,4.1
2020-04-19 08:32:02,39.1011,27.8291,7.00,4.1
2020-04-16 02:49:09,39.0911,27.8096,6.99,4.3
2020-04-15 14:11:54,35.9236,35.5858,53.48,4.0
2020-04-15 08:18:36,35.8305,35.6103,36.88,4.4
2020-04-15 07:40:03,35.7781,35.6293,24.99,4.7
2020-04-14 22:37:57,35.8255,35.5588,21.32,4.0
2020-04-12 06:38:04,39.3083,40.8841,19.94,4.3
2020-04-12 02:23:10,38.4255,44.3518,6.75,4.7
2020-04-11 10:22:55,35.3605,26.3028,17.79,4.7
2020-04-09 21:23:43,40.8266,37.3535,7.06,4.0
2020-04-09 01:11:50,34.6538,24.0828,9.12,4.3
2020-04-03 18:15:41,35.9691,35.5168,19.77,4.7
2020-04-03 09:42:44,38.5040,44.4480,7.80,4.0
2020-04-03 05:44:24,38.9093,43.5291,12.99,4.7
2020-03-29 05:56:39,39.0105,27.8338,7.04,4.1
2020-03-26 05:39:16,38.4486,44.6930,7.20,4.4
2020-03-19 17:53:31,38.3720,39.1041,7.39,5.0
2020-03-19 08:04:24,40.2170,37.0260,19.70,4.2
2020-03-18 23:07:19,38.5328,44.6118,5.96,4.1
2020-03-17 18:14:32,36.9541,27.3850,11.63,4.1
2020-03-16 01:53:23,35.1881,26.8576,8.35,4.4
2020-03-15 17:27:09,36.1743,31.1698,24.16,4.0
2020-03-15 10:35:32,37.4871,36.0245,20.24,4.1
2020-03-12 15:10:58,36.7950,23.0180,15.00,4.0
2020-03-10 23:47:18,40.1781,42.6716,6.97,4.0
2020-03-06 14:19:47,38.4975,44.3745,6.81,4.4
2020-02-29 12:29:46,38.4421,39.2356,8.15,4.6
2020-02-27 14:36:06,34.9708,27.8413,5.13,4.7
2020-02-27 12:20:15,34.9683,28.1281,10.85,4.3
2020-02-27 02:08:45,38.2525,38.6566,7.00,4.1
2020-02-25 23:03:36,38.3291,38.7696,14.29,4.9
2020-02-25 22:28:12,38.4660,44.3650,7.60,4.2
2020-02-25 14:14:02,38.4681,44.4733,5.02,4.5
2020-02-24 23:44:35,38.4471,44.4333,7.13,4.3
2020-02-24 15:05:37,38.4063,44.5251,4.03,4.4
2020-02-24 08:53:07,38.5340,44.6593,6.70,4.0
2020-02-24 02:43:33,38.9796,27.8676,8.63,4.8
2020-02-23 16:56:20,38.4713,44.4876,6.57,4.3
2020-02-23 16:54:37,38.4900,44.5346,4.68,4.2
2020-02-23 16:39:57,38.4265,44.5050,7.09,4.0
2020-02-23 16:00:29,38.4500,44.5020,8.10,5.9
2020-02-23 14:28:37,38.4260,44.5781,5.10,4.2
2020-02-23 12:40:17,38.9833,27.8846,7.00,4.5
2020-02-23 10:25:37,38.4346,44.5678,7.98,4.1
2020-02-23 09:48:19,38.4615,44.6371,4.17,4.3
2020-02-23 05:52:57,38.4360,44.4890,14.90,5.9
2020-02-22 22:26:40,37.3753,31.4760,14.76,4.5
2020-02-18 21:23:09,39.0941,27.8153,13.57,4.2
2020-02-18 19:41:51,38.4018,44.3951,4.47,4.1
2020-02-18 16:09:22,39.1015,27.8453,14.68,5.2
2020-02-17 20:16:51,38.6871,43.1778,10.14,4.1
2020-02-17 11:42:13,38.3960,39.1150,11.64,4.2
2020-02-16 18:02:15,38.4155,44.3663,7.02,4.6
2020-02-14 16:02:18,35.8556,26.9093,8.72,4.5
2020-02-13 16:20:55,34.7620,27.6090,11.40,4.1
2020-02-10 22:46:47,35.0393,27.8160,14.70,4.9
2020-02-08 05:39:31,39.0315,27.8685,7.01,4.0
2020-02-07 06:31:34,39.0146,27.8705,9.98,4.0
2020-02-07 03:11:50,35.3085,26.8375,14.61,4.5
2020-02-07 02:24:02,35.2500,26.8256,19.26,4.4
2020-02-07 02:16:05,35.2423,26.9103,13.12,4.3
2020-02-04 17:55:24,38.9893,27.8668,8.65,4.8
2020-02-04 16:47:09,38.9906,27.8701,7.00,4.3
2020-02-04 02:10:49,35.0355,27.9340,11.91,4.4
2020-02-03 22:19:40,38.3986,39.1543,7.18,4.5
2020-02-02 11:36:40,39.0858,27.8565,7.00,4.4
2020-02-02 10:40:01,35.1393,27.9121,19.27,4.2
2020-02-02 03:25:42,39.0696,27.8045,6.99,4.0
2020-02-02 00:23:47,39.0065,27.8730,7.02,4.6
2020-02-01 00:03:49,38.4511,39.2505,19.92,4.2
2020-01-31 23:32:49,38.4916,39.3286,15.56,4.5
2020-01-31 08:37:43,34.9946,28.0103,8.26,4.1
2020-01-31 04:34:38,35.1018,27.9800,18.90,4.4
2020-01-30 14:03:54,39.0980,27.8490,6.98,4.0
2020-01-30 11:39:58,34.8270,27.7630,50.10,4.0
2020-01-30 11:31:54,34.4843,27.6305,7.01,4.2
2020-01-30 11:21:34,35.0953,27.8755,12.11,5.5
2020-01-30 05:43:54,35.0236,27.7543,17.24,4.3
2020-01-30 02:59:10,35.1805,27.8193,27.74,4.3
2020-01-30 02:53:01,35.1775,27.9645,7.08,4.0
2020-01-30 02:10:52,35.1563,27.8426,13.28,4.4
2020-01-30 01:46:16,35.0551,27.8900,16.01,4.4
2020-01-30 01:28:04,35.2280,27.7976,11.35,5.4
2020-01-29 18:07:30,37.1443,44.8473,11.19,4.8
2020-01-29 13:37:05,35.6096,27.9855,35.18,4.5
2020-01-29 05:10:23,35.1640,27.8140,65.10,4.1
2020-01-29 02:43:13,34.9780,28.0010,37.50,4.1
2020-01-28 21:45:00,35.1750,28.0030,53.20,4.6
2020-01-28 20:10:26,39.0131,27.8700,5.08,4.7
2020-01-28 15:38:35,35.2730,27.9470,25.00,5.4
2020-01-28 14:53:51,39.0831,27.8295,7.00,4.1
2020-01-28 11:26:14,39.1001,27.8411,6.98,4.8
2020-01-27 16:12:00,38.3950,39.1333,11.94,4.2
2020-01-26 10:12:17,38.4111,39.1530,12.25,4.1
2020-01-26 02:22:45,38.2440,38.8013,12.52,4.3
2020-01-25 17:49:47,39.0293,27.8430,7.84,4.1
2020-01-25 16:46:58,38.3896,39.0806,12.06,4.3
2020-01-25 16:45:06,38.3833,39.1268,7.00,4.1
2020-01-25 16:44:23,38.4101,39.1071,7.00,4.3
2020-01-25 16:44:01,38.3926,39.1235,11.86,4.4
2020-01-25 16:30:07,38.3740,39.1310,16.40,5.1
2020-01-25 10:14:56,38.2760,38.7530,11.01,4.5
2020-01-25 08:40:03,38.4790,39.2895,13.65,4.4
2020-01-25 06:07:33,38.3848,39.0368,16.46,4.2
2020-01-25 00:48:51,38.4883,39.2030,7.57,4.3
2020-01-24 21:16:13,39.0540,27.8625,9.59,4.0
2020-01-24 20:45:03,38.4233,39.1463,13.50,4.3
2020-01-24 20:42:10,38.3681,39.0995,1.69,4.0
2020-01-24 20:18:18,38.2826,38.7353,6.96,4.1
2020-01-24 19:49:38,38.4186,39.1520,14.84,4.5
2020-01-24 19:03:07,38.2675,38.7088,11.22,4.6
2020-01-24 18:36:22,38.2676,38.7096,6.96,4.3
2020-01-24 18:32:35,38.3698,39.0316,13.01,4.6
2020-01-24 18:24:43,38.2360,38.8233,7.00,4.0
2020-01-24 18:17:57,38.3891,38.9261,14.62,4.0
2020-01-24 18:08:05,38.4140,39.2006,7.03,4.5
2020-01-24 17:55:11,38.3593,39.0630,8.06,6.8
2020-01-23 03:54:11,40.1158,33.2610,13.65,4.5
2020-01-23 00:45:23,39.0390,27.8658,6.98,4.2
2020-01-22 22:39:18,39.0250,27.8481,7.86,4.2
2020-01-22 21:52:05,39.0715,27.8511,7.01,4.1
2020-01-22 21:30:10,39.0475,27.8460,7.29,4.0
2020-01-22 21:24:07,39.0513,27.8638,6.98,4.0
2020-01-22 20:17:38,39.0641,27.8646,6.95,4.3
2020-01-22 19:48:30,39.0763,27.8210,7.00,4.1
2020-01-22 19:25:13,39.0723,27.8523,7.01,4.1
2020-01-22 19:22:16,39.0488,27.8443,10.35,5.4
2020-01-22 14:46:30,38.8658,27.2818,14.50,4.1
2020-01-18 01:28:43,41.0395,43.9678,7.34,4.0
2020-01-11 13:37:36,40.8646,28.2086,10.82,4.7
2020-01-04 22:11:29,37.9433,26.4570,12.12,4.0
2019-12-30 18:01:41,42.2370,23.4648,23.18,4.4
2019-12-29 11:20:08,40.3230,42.1726,7.00,4.2
2019-12-27 07:02:25,38.3898,39.0158,11.88,4.9
2019-12-22 23:58:03,39.4648,40.0195,13.21,4.2
2019-12-12 03:05:34,34.6565,26.0756,6.67,4.9
2019-12-10 21:58:27,35.3641,26.7983,22.63,5.1
2019-12-10 20:46:18,39.4411,27.9005,14.36,4.0
2019-12-10 20:24:05,39.4435,27.9103,11.28,4.3
2019-12-10 20:14:03,39.4430,27.9336,7.00,4.6
2019-12-08 22:41:20,35.0830,23.9680,33.30,4.5
2019-12-08 03:42:07,35.3270,24.3790,39.30,4.3
2019-12-07 14:47:03,35.2926,24.2866,7.90,4.3
2019-12-07 14:35:04,35.3130,24.4333,7.18,4.2
2019-12-03 09:45:57,35.2466,27.1506,7.77,4.3
2019-12-01 06:07:47,40.3255,42.2033,7.04,4.0
2019-12-01 06:07:21,40.3106,42.1895,6.97,4.0
2019-11-27 07:23:40,36.0325,23.4446,6.44,5.9
2019-11-26 20:03:24,37.8430,29.6411,7.00,4.0
2019-11-24 13:33:22,37.6265,35.6468,11.25,4.0
2019-11-19 00:14:10,38.5041,44.5200,6.48,4.7
2019-11-17 17:14:25,37.7138,23.1380,6.94,4.1
2019-11-16 18:14:11,36.7860,29.9871,53.54,4.2
2019-11-15 18:15:12,37.3110,23.9800,15.00,4.0
2019-11-11 00:58:39,38.4658,45.3360,7.08,4.2
2019-11-07 23:07:17,36.4751,45.2083,6.80,4.3
2019-10-29 13:01:57,35.7960,25.3680,38.00,4.0
2019-10-24 21:06:47,36.4600,28.7003,7.02,4.6
2019-10-20 06:53:53,38.9521,43.6836,9.41,4.0
2019-10-15 14:57:27,41.9405,42.9398,21.70,4.1
2019-10-10 23:55:59,39.4578,25.7656,28.56,4.3
2019-10-10 16:52:03,40.6778,29.2473,13.86,4.0
2019-10-05 14:51:40,36.1000,28.0540,65.60,4.3
2019-10-04 20:20:20,36.0468,27.5368,12.20,4.1
2019-10-03 04:44:56,36.3133,28.4983,18.74,5.0
2019-09-29 07:51:08,36.5731,27.8306,23.47,4.0
2019-09-26 11:26:36,40.8416,28.2726,4.58,4.1
2019-09-26 10:59:25,40.8818,28.2140,7.97,5.8
2019-09-24 08:00:22,40.8836,28.2160,5.91,4.6
2019-09-24 07:49:00,34.6226,26.3698,9.13,5.0
2019-09-23 07:09:02,36.0096,27.0815,29.60,4.0
2019-09-14 19:03:32,40.7320,32.9818,10.61,4.3
2019-09-14 18:08:43,40.7285,32.9851,10.22,4.1
2019-09-14 15:33:42,38.9840,44.3491,11.78,4.5
2019-09-14 15:02:31,34.9170,27.6371,7.98,4.0
2019-09-14 11:46:01,40.7316,32.9640,8.41,4.3
2019-09-14 06:03:11,40.7220,32.9483,5.83,4.8
2019-09-14 06:00:30,40.7300,32.9675,7.96,4.7
2019-09-10 16:24:40,41.0498,43.7831,6.95,4.3
2019-09-10 16:22:45,41.0181,43.8863,7.59,4.7
2019-09-10 07:06:47,35.7205,27.6791,6.73,4.2
2019-09-09 09:56:00,38.5275,44.2438,21.26,4.3
2019-09-06 08:59:55,35.9890,31.6680,33.90,4.0
2019-09-04 01:01:29,35.0271,27.8746,21.77,4.5
2019-09-02 15:46:34,39.1418,40.1853,11.19,4.0
2019-08-30 17:21:05,37.5363,26.7901,7.19,4.4
2019-08-30 15:38:14,37.5405,26.8050,7.11,4.4
2019-08-29 22:15:07,36.3860,35.5600,18.23,4.0
2019-08-28 11:58:19,35.7948,27.6150,27.13,4.6
2019-08-27 06:24:38,38.2888,23.7256,8.38,4.0
2019-08-27 04:31:26,35.8936,27.6675,34.44,4.1
2019-08-20 09:34:52,36.2676,31.2746,36.29,4.3
2019-08-13 21:11:23,36.2800,23.7980,13.90,4.0
2019-08-12 23:38:51,35.1316,27.8640,26.97,4.1
2019-08-12 13:34:27,38.3153,40.8303,6.41,4.2
2019-08-12 07:57:12,35.9860,25.8330,45.40,4.4
2019-08-11 12:35:05,35.1476,27.8440,6.60,4.0
2019-08-11 07:02:59,34.9665,25.6081,6.18,4.6
2019-08-08 11:25:30,37.8510,29.5840,10.92,6.0
2019-08-08 11:19:35,37.8280,29.6140,17.70,4.2
2019-08-08 08:39:08,37.9720,26.9535,18.47,4.8
2019-08-03 09:51:23,34.8910,27.6590,68.30,5.0
2019-07-31 04:40:08,35.4680,25.2420,83.80,4.6
2019-07-19 11:42:17,38.1870,23.7790,7.18,4.0
2019-07-15 00:15:26,40.4308,41.7896,7.03,4.3
2019-07-10 22:57:15,34.9540,24.2730,34.80,4.4
2019-07-10 10:56:22,36.8296,43.3895,9.13,4.5
2019-07-04 04:01:31,35.2830,25.5463,6.03,4.1
2019-07-03 01:02:11,35.2833,27.8163,6.72,4.3
2019-06-19 08:07:56,35.7231,42.8793,8.19,4.1
2019-06-19 00:45:30,39.5406,38.6421,9.71,4.1
2019-06-02 13:08:47,40.7450,30.7611,6.29,4.6
2019-05-30 21:43:45,36.9386,27.6573,7.01,4.2
2019-05-29 19:42:25,39.2716,39.8848,7.28,4.5
2019-05-28 05:27:46,36.9453,27.6741,8.52,4.6
2019-05-19 11:34:22,36.8955,27.6158,17.16,4.0
2019-05-12 22:24:08,39.3191,27.8986,11.53,4.3
2019-04-29 18:02:44,39.3980,26.3175,6.97,4.1
2019-04-29 04:43:15,35.2785,27.6585,38.48,4.8
2019-04-26 09:16:12,34.9791,27.3553,8.99,4.4
2019-04-22 19:36:38,37.1218,28.6813,6.94,4.3
2019-04-15 04:41:28,38.7686,38.1600,17.77,4.5
2019-04-08 17:38:19,38.7720,38.1586,16.55,4.0
2019-04-07 08:27:32,41.1720,46.7150,39.80,4.1
2019-04-04 17:31:07,38.3865,39.1205,8.92,5.2
2019-04-04 15:01:18,37.4646,29.3365,7.17,4.3
2019-04-02 08:00:15,35.7315,23.5731,6.28,4.0
2019-04-01 01:49:29,37.4785,29.3573,7.67,4.5
2019-03-31 11:45:32,37.5031,29.3721,7.01,4.1
2019-03-31 11:30:15,37.4725,29.3938,10.30,4.9
2019-03-28 04:19:22,38.7818,38.1505,16.98,4.1
2019-03-27 11:27:02,37.4703,29.4201,6.51,4.3
2019-03-25 11:29:23,38.7690,38.1668,10.72,4.5
2019-03-25 06:15:27,37.3910,29.4038,3.27,4.1
2019-03-22 18:24:36,35.2110,28.0000,42.60,4.0
2019-03-22 15:32:46,37.4650,29.3685,7.00,4.1
2019-03-21 05:51:07,38.7653,38.1611,16.08,4.1
2019-03-20 17:42:55,37.4046,29.4208,6.97,4.2
2019-03-20 17:04:17,37.3875,29.4383,6.99,4.1
2019-03-20 12:45:42,37.4206,29.4018,7.00,4.1
2019-03-20 06:51:58,37.4293,29.4016,6.98,4.2
2019-03-20 06:41:56,37.4655,29.3970,7.00,4.5
2019-03-20 06:38:19,37.4381,29.4395,12.93,4.8
2019-03-20 06:34:27,37.4401,29.4335,10.76,5.5
2019-03-16 08:50:18,34.8245,26.7923,7.50,4.2
2019-03-15 21:54:19,39.7245,25.6710,14.73,4.3
2019-03-07 16:25:37,35.5851,31.1560,21.88,4.3
2019-03-04 21:07:27,40.4570,28.4505,13.72,4.0
2019-02-27 16:41:10,41.3621,23.1658,6.27,4.1
2019-02-20 18:23:28,39.6011,26.4261,5.80,5.0
2019-02-20 10:43:25,34.9040,24.1480,15.00,4.2
2019-02-20 05:35:23,36.2295,35.9290,25.72,4.0
2019-02-19 21:33:55,40.3521,27.1253,6.79,4.0
2019-02-18 16:31:30,38.5730,44.2713,11.25,4.0
2019-02-18 03:46:54,35.6038,24.3823,5.95,4.0
2019-02-17 02:31:52,39.3061,24.1690,7.06,4.2
2019-02-16 17:52:04,35.5101,26.2730,11.18,4.1
2019-02-12 17:14:30,40.5541,33.0075,17.66,4.7
2019-02-11 16:38:03,36.5160,28.8265,12.91,4.0
2019-02-05 15:11:52,36.6115,30.1061,20.51,4.2
2019-02-02 12:20:37,37.2716,35.8176,33.05,4.3
2019-02-01 10:29:46,35.7880,27.1968,30.99,4.5
2019-01-29 05:18:27,34.4581,44.9435,7.55,4.1
2019-01-25 20:20:34,38.5653,27.0743,15.15,4.3
2019-01-24 14:30:52,35.9788,28.0576,51.33,5.1
2019-01-22 20:12:08,36.7891,27.9853,65.88,4.5
2019-01-20 15:49:50,35.5435,28.1908,41.67,4.7
2019-01-10 18:24:41,34.8435,26.8216,8.00,4.8
2019-01-08 07:06:09,35.6856,26.2098,6.78,4.1
2019-01-05 19:19:12,34.7061,45.6083,6.69,4.2
2019-01-04 17:17:39,34.6675,45.0065,5.66,4.1
2019-01-01 02:09:34,39.4006,40.4995,11.68,4.2
2018-12-27 14:36:47,39.5588,38.6271,11.18,4.1
2018-12-21 08:31:08,35.7955,30.6386,31.30,4.1
2018-12-20 06:34:24,40.5938,28.9716,12.47,4.5
2018-12-20 04:54:44,36.6310,23.1180,33.30,4.3
2018-12-17 14:40:55,39.5166,26.1676,8.26,4.0
2018-12-16 09:24:31,39.6245,24.3780,28.60,4.4
2018-12-16 01:30:29,34.9290,32.9570,16.90,4.0
